site,time,distance,concentration
site_A,4,0.0,0.7475414788277237
site_A,4,2.727272727272727,0.7275709716877543
site_A,4,5.454545454545454,0.846930541239148
site_A,4,8.181818181818182,0.9895625757305255
site_A,4,10.909090909090908,1.0510040009830919
site_A,4,13.636363636363635,0.9860853400554686
site_A,4,16.363636363636363,0.8540303982329663
site_A,4,19.09090909090909,0.7656059988561091
site_A,4,21.818181818181817,0.4877548992392284
site_A,4,24.545454545454543,0.3045760476914194
site_A,4,27.27272727272727,0.4101317197052775
site_A,4,29.999999999999996,0.19314014607374438
site_A,4,32.72727272727273,0.21470090617858512
site_A,4,35.45454545454545,0.23476495253876367
site_A,4,38.18181818181818,0.18716032209720826
site_A,4,40.90909090909091,0.04729709197264373
site_A,4,43.63636363636363,0.09770653100465249
site_A,4,46.36363636363636,0.0
site_A,4,49.090909090909086,0.051944760327924895
site_A,4,51.81818181818181,0.12627484094222696
site_A,4,54.54545454545454,0.04978823325991796
site_A,4,57.272727272727266,0.0
site_A,4,59.99999999999999,0.0
site_A,4,62.72727272727272,0.0
site_A,4,65.45454545454545,0.12405421559830163
site_A,4,68.18181818181817,0.041487557839609814
site_A,4,70.9090909090909,0.03459321963422768
site_A,4,73.63636363636363,0.0
site_A,4,76.36363636363636,0.03011179994370213
site_A,4,79.09090909090908,0.0
site_A,4,81.81818181818181,0.03989655451552317
site_A,4,84.54545454545453,0.09686478615848915
site_A,4,87.27272727272727,0.0
site_A,4,90.0,0.08741906830247734
site_A,4,92.72727272727272,0.0
site_A,4,95.45454545454545,0.019571113533632653
site_A,4,98.18181818181817,0.0
site_A,4,100.9090909090909,0.014011458636489425
site_A,4,103.63636363636363,0.11355848574288568
site_A,4,106.36363636363636,0.06766731200573221
site_A,4,109.09090909090908,0.0
site_A,4,111.81818181818181,0.0
site_A,4,114.54545454545453,0.06694872316323369
site_A,4,117.27272727272727,0.05734045339741419
site_A,4,120.0,0.01505295678193209
site_A,8,0.0,0.3227354167060981
site_A,8,2.727272727272727,0.5277027013436923
site_A,8,5.454545454545454,0.3616515307219592
site_A,8,8.181818181818182,0.51870763190832
site_A,8,10.909090909090908,0.5694376024135167
site_A,8,13.636363636363635,0.8003317889945861
site_A,8,16.363636363636363,0.8370985024993347
site_A,8,19.09090909090909,1.0943425726013611
site_A,8,21.818181818181817,0.9954265552234874
site_A,8,24.545454545454543,0.9832835096785253
site_A,8,27.27272727272727,0.9872591660602319
site_A,8,29.999999999999996,0.811877824295924
site_A,8,32.72727272727273,0.6804055388031927
site_A,8,35.45454545454545,0.6751599718434931
site_A,8,38.18181818181818,0.48453573034011405
site_A,8,40.90909090909091,0.47722356003659444
site_A,8,43.63636363636363,0.33781793564617135
site_A,8,46.36363636363636,0.2461081855467881
site_A,8,49.090909090909086,0.1842002404724756
site_A,8,51.81818181818181,0.13046909741142765
site_A,8,54.54545454545454,0.13462378620830504
site_A,8,57.272727272727266,0.057097548232153364
site_A,8,59.99999999999999,0.0
site_A,8,62.72727272727272,0.06495702951182009
site_A,8,65.45454545454545,0.019369279916166743
site_A,8,68.18181818181817,0.0
site_A,8,70.9090909090909,0.09496487659719702
site_A,8,73.63636363636363,0.009355272146771829
site_A,8,76.36363636363636,0.0
site_A,8,79.09090909090908,0.02359185643008495
site_A,8,81.81818181818181,0.0
site_A,8,84.54545454545453,0.0
site_A,8,87.27272727272727,0.04261939484272813
site_A,8,90.0,0.0
site_A,8,92.72727272727272,0.0669811595374485
site_A,8,95.45454545454545,0.0
site_A,8,98.18181818181817,0.08181580318544576
site_A,8,100.9090909090909,0.041814961991697715
site_A,8,103.63636363636363,0.01839414631891639
site_A,8,106.36363636363636,0.0
site_A,8,109.09090909090908,0.07201284892946375
site_A,8,111.81818181818181,0.04302830642920273
site_A,8,114.54545454545453,0.0
site_A,8,117.27272727272727,0.04689910299917936
site_A,8,120.0,0.0
site_A,12,0.0,0.2026907604966981
site_A,12,2.727272727272727,0.30448386937162375
site_A,12,5.454545454545454,0.3430503492072223
site_A,12,8.181818181818182,0.40469895104277337
site_A,12,10.909090909090908,0.42712603165652
site_A,12,13.636363636363635,0.5689719403736346
site_A,12,16.363636363636363,0.46238869640635405
site_A,12,19.09090909090909,0.6719187059130658
site_A,12,21.818181818181817,0.732203501279004
site_A,12,24.545454545454543,0.8949856066203097
site_A,12,27.27272727272727,0.8852775810063471
site_A,12,29.999999999999996,0.9612313876320628
site_A,12,32.72727272727273,1.1049813548263818
site_A,12,35.45454545454545,1.0557403669828045
site_A,12,38.18181818181818,1.0130177195242305
site_A,12,40.90909090909091,0.8852591646978253
site_A,12,43.63636363636363,0.845042528006315
site_A,12,46.36363636363636,0.6281891092140985
site_A,12,49.090909090909086,0.5854903296426494
site_A,12,51.81818181818181,0.5892075802820811
site_A,12,54.54545454545454,0.3232131684112975
site_A,12,57.272727272727266,0.36699922925665196
site_A,12,59.99999999999999,0.2861641807244835
site_A,12,62.72727272727272,0.24937966829663574
site_A,12,65.45454545454545,0.05319287556117594
site_A,12,68.18181818181817,0.0
site_A,12,70.9090909090909,0.18146551375637365
site_A,12,73.63636363636363,0.08992449078202344
site_A,12,76.36363636363636,0.09508427289955516
site_A,12,79.09090909090908,0.16798385980513092
site_A,12,81.81818181818181,0.0584333359019506
site_A,12,84.54545454545453,0.0
site_A,12,87.27272727272727,0.012851598693887106
site_A,12,90.0,0.08787051048077701
site_A,12,92.72727272727272,0.0
site_A,12,95.45454545454545,0.0030011822420432967
site_A,12,98.18181818181817,0.0
site_A,12,100.9090909090909,0.1221174003841784
site_A,12,103.63636363636363,0.10438162811779522
site_A,12,106.36363636363636,0.0
site_A,12,109.09090909090908,0.1472414775823227
site_A,12,111.81818181818181,0.0
site_A,12,114.54545454545453,0.15314201986245787
site_A,12,117.27272727272727,0.0
site_A,12,120.0,0.08612341631146381
site_A,18,0.0,0.22727138054618004
site_A,18,2.727272727272727,0.2597362936512464
site_A,18,5.454545454545454,0.3380479916229464
site_A,18,8.181818181818182,0.23257541134921403
site_A,18,10.909090909090908,0.31798157209079975
site_A,18,13.636363636363635,0.33338904010036435
site_A,18,16.363636363636363,0.41666120436472887
site_A,18,19.09090909090909,0.45682492242447104
site_A,18,21.818181818181817,0.5279416473849009
site_A,18,24.545454545454543,0.4608816366493058
site_A,18,27.27272727272727,0.5194802214572863
site_A,18,29.999999999999996,0.5098627934346857
site_A,18,32.72727272727273,0.5610331766446949
site_A,18,35.45454545454545,0.5914494407566219
site_A,18,38.18181818181818,0.7386153601974371
site_A,18,40.90909090909091,0.8337593247565912
site_A,18,43.63636363636363,0.8865810990755684
site_A,18,46.36363636363636,0.9778047428791194
site_A,18,49.090909090909086,0.8819232398641952
site_A,18,51.81818181818181,1.1212822895326184
site_A,18,54.54545454545454,1.0213158756362195
site_A,18,57.272727272727266,1.0373281632825202
site_A,18,59.99999999999999,0.9315038620212399
site_A,18,62.72727272727272,0.7798906211358927
site_A,18,65.45454545454545,0.7425349266984567
site_A,18,68.18181818181817,0.4521969112895053
site_A,18,70.9090909090909,0.6130934411369344
site_A,18,73.63636363636363,0.5091810232074669
site_A,18,76.36363636363636,0.5188041928400937
site_A,18,79.09090909090908,0.23720538082653664
site_A,18,81.81818181818181,0.2888536007357942
site_A,18,84.54545454545453,0.21605907075246078
site_A,18,87.27272727272727,0.101095174862162
site_A,18,90.0,0.04741088619165658
site_A,18,92.72727272727272,0.03633471792267304
site_A,18,95.45454545454545,0.1626678417217522
site_A,18,98.18181818181817,0.14355898850977267
site_A,18,100.9090909090909,0.0
site_A,18,103.63636363636363,0.037087916730945775
site_A,18,106.36363636363636,0.07344034999608681
site_A,18,109.09090909090908,0.05664643601763592
site_A,18,111.81818181818181,0.0
site_A,18,114.54545454545453,0.0
site_A,18,117.27272727272727,0.0
site_A,18,120.0,0.0903337030187254
site_A,24,0.0,0.4423538604074579
site_A,24,2.727272727272727,0.25789517887011454
site_A,24,5.454545454545454,0.11227252754763023
site_A,24,8.181818181818182,0.32140663760255533
site_A,24,10.909090909090908,0.3755076152683027
site_A,24,13.636363636363635,0.373546693186531
site_A,24,16.363636363636363,0.2865490549566918
site_A,24,19.09090909090909,0.3190427863598232
site_A,24,21.818181818181817,0.29803308020630237
site_A,24,24.545454545454543,0.35441040688309244
site_A,24,27.27272727272727,0.3862745436411624
site_A,24,29.999999999999996,0.2885516964607159
site_A,24,32.72727272727273,0.3263478145426244
site_A,24,35.45454545454545,0.3752991745305179
site_A,24,38.18181818181818,0.42095869727781376
site_A,24,40.90909090909091,0.49447151318031185
site_A,24,43.63636363636363,0.6091260493751716
site_A,24,46.36363636363636,0.49419146765276145
site_A,24,49.090909090909086,0.7086387861096792
site_A,24,51.81818181818181,0.6914427203811019
site_A,24,54.54545454545454,0.5656200848110173
site_A,24,57.272727272727266,0.7970937681256707
site_A,24,59.99999999999999,0.8598436998855045
site_A,24,62.72727272727272,0.9639086951409604
site_A,24,65.45454545454545,1.0037029936477104
site_A,24,68.18181818181817,0.9872656156070693
site_A,24,70.9090909090909,0.9429889131091953
site_A,24,73.63636363636363,1.0488737473453285
site_A,24,76.36363636363636,0.8946922276298266
site_A,24,79.09090909090908,0.8086405494264688
site_A,24,81.81818181818181,0.7877199324757617
site_A,24,84.54545454545453,0.7285547202325402
site_A,24,87.27272727272727,0.6869176802110947
site_A,24,90.0,0.5895789042084226
site_A,24,92.72727272727272,0.5212002234661377
site_A,24,95.45454545454545,0.5263081860435328
site_A,24,98.18181818181817,0.46161365795827874
site_A,24,100.9090909090909,0.37984572495702945
site_A,24,103.63636363636363,0.26379097741893065
site_A,24,106.36363636363636,0.18841543774058178
site_A,24,109.09090909090908,0.17547531260874996
site_A,24,111.81818181818181,0.1447111268022952
site_A,24,114.54545454545453,0.18340725481117967
site_A,24,117.27272727272727,0.08003171428107496
site_A,24,120.0,0.0
site_B,4,0.0,0.6856992796817538
site_B,4,2.727272727272727,0.9731701298074673
site_B,4,5.454545454545454,0.8712923809054427
site_B,4,8.181818181818182,0.9030406807727853
site_B,4,10.909090909090908,0.9795831347517221
site_B,4,13.636363636363635,1.0670574293416024
site_B,4,16.363636363636363,0.8586094024179125
site_B,4,19.09090909090909,0.7556086307440223
site_B,4,21.818181818181817,0.4972105051653677
site_B,4,24.545454545454543,0.37791949924936
site_B,4,27.27272727272727,0.37127376592867495
site_B,4,29.999999999999996,0.24734854036082388
site_B,4,32.72727272727273,0.23551086158079929
site_B,4,35.45454545454545,0.07907476172553533
site_B,4,38.18181818181818,0.1935599602419921
site_B,4,40.90909090909091,0.18999914363640946
site_B,4,43.63636363636363,0.0
site_B,4,46.36363636363636,0.08326691683573388
site_B,4,49.090909090909086,0.03781398878565409
site_B,4,51.81818181818181,0.15151774979410654
site_B,4,54.54545454545454,0.06072769096798122
site_B,4,57.272727272727266,0.10684336040389149
site_B,4,59.99999999999999,0.030568565239133566
site_B,4,62.72727272727272,0.05416712480692654
site_B,4,65.45454545454545,0.17813888929894678
site_B,4,68.18181818181817,0.17120308913981444
site_B,4,70.9090909090909,0.0
site_B,4,73.63636363636363,0.04747534586833012
site_B,4,76.36363636363636,0.03552998214846216
site_B,4,79.09090909090908,0.0
site_B,4,81.81818181818181,0.0
site_B,4,84.54545454545453,0.02638280144958488
site_B,4,87.27272727272727,0.07896858683294868
site_B,4,90.0,0.04742109165221321
site_B,4,92.72727272727272,0.0
site_B,4,95.45454545454545,0.0
site_B,4,98.18181818181817,0.0
site_B,4,100.9090909090909,0.11478374160364892
site_B,4,103.63636363636363,0.0
site_B,4,106.36363636363636,0.0
site_B,4,109.09090909090908,0.02866784735852542
